storage,inflow,discharge,label
1160.9,1420.0,974.0,4
1246.15,1545.0,700.0,4
1294.85,1400.0,840.0,4
1343.5,1400.0,840.0,4
1343.5,1400.0,840.0,4
1343.5,1350.0,1350.0,4
1343.2,1450.0,1450.0,4
1343.5,1344.0,1450.0,4
1343.5,1450.0,1450.0,4
1343.5,1350.0,1350.0,4
1343.5,1350.0,1350.0,4
1343.5,1300.0,1300.0,4
1343.5,1300.0,1300.0,4
1343.5,1100.0,1100.0,4
1343.5,1100.0,1100.0,4
1343.5,1100.0,1100.0,4
1343.5,1100.0,1100.0,4
1343.5,1100.0,1100.0,4
1343.5,1100.0,1100.0,4
1343.5,1100.0,1100.0,4
1343.5,1150.0,1150.0,4
1343.5,927.0,927.0,4
1343.5,927.0,927.0,4
1343.5,790.0,790.0,4
1319.2,250.0,530.0,0
1294.85,250.0,530.0,0
1270.5,230.0,510.0,0
1233.97,0.0,420.0,0
1197.45,0.0,425.0,0
1160.92,0.0,420.0,0
1112.22,0.0,564.0,0
1051.35,0.0,705.0,0
1002.65,0.0,564.0,0
956.7,0.0,530.0,0
913.7,0.0,498.0,0
870.7,0.0,498.0,0
838.45,0.0,374.0,0
806.2,250.0,624.0,0
870.7,1421.0,674.0,4
913.7,1172.0,674.0,4
967.45,1296.0,674.0,4
978.2,548.0,424.0,0
978.2,250.0,250.0,0
978.2,250.0,250.0,0
978.2,150.0,150.0,0
978.2,150.0,150.0,0
978.2,150.0,150.0,0
978.2,150.0,150.0,0
956.7,0.0,249.0,0
935.2,0.0,249.0,0
902.95,0.0,373.0,0
859.95,0.0,497.0,0
816.95,0.0,497.0,0
784.7,0.0,370.0,0
763.2,0.0,249.0,0
730.95,0.0,373.0,0
730.95,150.0,150.0,0
720.2,100.0,224.0,0
752.45,477.0,104.0,0
752.45,250.0,250.0,0
795.45,722.0,224.0,4
784.7,150.0,274.0,0
741.7,70.0,567.0,0
687.4,70.0,698.0,0
662.8,50.0,300.0,2
654.6,190.0,284.0,2
630.5,50.0,329.0,2
589.0,30.0,510.0,2
564.4,60.0,245.0,2
580.8,378.0,188.0,2
662.8,1100.0,151.0,4
784.7,1573.0,162.0,4
881.45,1285.0,165.0,4
945.95,914.0,167.0,4
990.42,683.0,168.0,0
1002.65,401.0,259.0,0
1002.65,205.0,205.0,0
990.42,62.0,204.0,0
978.2,96.0,238.0,0
956.7,0.0,249.0,0
924.45,0.0,374.0,0
892.2,0.0,374.0,0
859.95,0.0,374.0,0
881.45,439.0,190.0,0
870.7,0.0,125.0,0
935.2,821.0,74.0,4
978.2,572.0,74.0,0
990.42,420.0,278.0,0
990.42,450.0,450.0,0
990.42,943.0,943.0,4
935.2,50.0,589.0,0
990.42,712.0,73.0,0
1014.83,507.0,224.0,0
1100.05,1161.0,174.0,4
1173.1,1018.0,172.0,4
1246.15,1350.0,506.0,4
1270.5,960.0,678.0,4
1173.1,646.0,1774.0,4
1136.57,525.0,949.0,4
1136.57,430.0,430.0,0
1173.1,572.0,149.0,0
1173.1,344.0,344.0,0
1197.45,436.0,154.0,0
1197.45,124.0,124.0,0
1197.45,210.0,210.0,0
1197.45,198.0,198.0,0
1185.27,139.0,280.0,0
1173.1,90.0,231.0,0
1173.1,150.0,150.0,0
1160.92,100.0,241.0,0
1124.4,70.0,493.0,0
1100.05,90.0,372.0,0
1075.7,70.0,353.0,0
1075.7,275.0,275.0,0
1075.7,250.0,250.0,0
1075.7,150.0,150.0,0
1063.52,75.0,216.0,0
1051.35,70.0,216.0,0
1014.82,0.0,423.0,0
978.2,0.0,423.0,0
990.42,350.0,208.0,0
1075.7,1060.0,73.0,4
1160.92,1060.0,74.0,4
1270.5,1342.0,74.0,4
1392.1,1480.0,72.0,4
1465.0,1093.0,249.0,4
1465.0,879.0,879.0,4
1465.0,604.0,604.0,0
1465.0,180.0,180.0,0
